,电影名,上映日期,票房(万元),平均票价,场均人数,豆瓣评分,豆瓣评论数,导演,演员,类型,地区,语言,时长
0,长津湖,2021-09-30,577534,46.383896,22,7.4,728206,"['陈凯歌', '徐克', '林超贤']","['吴京', '易烊千玺', '段奕宏', '朱亚文', '李晨', '韩东君', '胡军', '张涵予', '黄轩', '欧豪', '史彭元', '李岷城', '唐国强', '杨一威', '周小斌', '林永健', '王宁', '刘劲', '卢奇', '王伍福', '耿乐', '曹阳', '李军', '王同辉', '艾米', '石昊正', '许明虎']","['剧情', '历史', '战争']","['中国大陆', '中国香港']","['汉语普通话', '英语']",176
1,战狼2,2017-07-27,569454,35.594273,37,7.1,886552,['吴京'],"['吴京', '弗兰克·格里罗', '吴刚', '张翰', '卢靖姗', '丁海峰', '淳于珊珊', '余男', '于谦', '石兆琪', '海蒂·莫尼梅克', '奥列格·亚历山大罗维奇', '艾伦·托尼', '赛尔·哈里斯', '高明', '王森', '苇青', '程愫', '张永达', '郭秋成', '杜建桥', '周冠廷', '安·詹姆斯', '黛安娜·希拉', '孙率航', '张馨月', '关海龙', '安妮塔·斯图尔特', '特雷弗·琼斯', '奥斯汀·普里斯特', '克莱·方特诺特', '保罗·艾力卡', '丹尼尔·哈格里夫', '李镇男', '庄小龙', '陈云志', '肯尼迪']","['动作', '战争']",['中国大陆'],"['汉语普通话', '英语']",123
2,你好，李焕英,2021-02-12,541308,44.756912,24,7.7,1370579,['贾玲'],"['贾玲', '张小斐', '沈腾', '陈赫', '刘佳', '丁嘉丽', '王琳', '杜源', '何翯', '何欢', '韩云云', '包文婧', '葛珊珊', '史策', '黄小猫', '许君聪', '卜钰', '刘宏禄', '魏翔', '孙集斌', '张泰维', '郭宇鹏', '朱天福', '王宇', '冯巩', '乔杉', '王小利', '宋晓峰', '董若溪', '曹贺军', '赵婷婷', '姬晴', '郭祥鹏', '李一峰', '潘斌龙']","['剧情', '喜剧', '奇幻']",['中国大陆'],['汉语普通话'],128
3,哪吒之魔童降世,2019-07-26,503570,35.692467,23,8.4,1782062,['饺子'],"['吕艳婷', '囧森瑟夫', '瀚墨', '陈浩', '绿绮', '张珈铭', '杨卫']","['剧情', '喜剧', '动画', '奇幻']",['中国大陆'],['汉语普通话'],110
4,流浪地球,2019-02-05,468700,44.59756,29,8.2,997317,['郭帆'],"['吴京', '刘德华', '李雪健', '沙溢', '宁理', '王智', '朱颜曼滋', '安地', '王若熹 ', '佟丽娅', '伟大力', '张衣', '天使', '克拉拉', '叶展飞', '倪腾', '胡先煦', '霍青', '刘寅', '国义骞', '吴恩璇', '王红卫', '孔大山', '徐建', '刘佳沄', '丁燕来', '郜昂', '严华', '李仁', '洪真', '王磊', '王一通', '杨洪涛', '赵叶索', '李路琦', '黄纪渊', '郑楚一', '吴静一', '付嘉灏', '瓦伦廷·沃罗布耶夫', '李一冉', '周强', '朱超艺', '何金和龙', '何金和金', '张涛', '向进', '李沛东 ']","['科幻', '冒险', '灾难']",['中国大陆'],"['汉语普通话', '俄语', '英语', '印地语', '法语']",173
5,唐人街探案3,2021-02-12,452341,47.60313,29,5.3,1039241,['陈思诚'],"['王宝强', '刘昊然', '妻夫木聪', '托尼·贾', '长泽雅美', '染谷将太', '铃木保奈美', '浅野忠信', '三浦友和', '尚语贤', '肖央', '张子枫', '邱泽', '张钧甯', '马伯骞', '程潇', '陈哲远', '李明轩', '崔雨鑫', '张一白', '文咏珊', '张熙然', '克拉拉', '树林伸', '刘德华', '陈思诚', '平山日和', '奥田瑛二', '六平直政', '酒向芳', '秋山成勋', '桥本爱实', '长井短', '宇治清高', '张国强', '大鹏', '陈祉希', '林沐然', '田代良德']","['喜剧', '悬疑']","['中国大陆', '中国香港', '日本']","['汉语普通话', '日语', '英语', '泰语']",136
6,满江红,2023-01-22,442026,49.76317,29,7.2,813505,['张艺谋'],"['沈腾', '易烊千玺', '张译', '雷佳音', '岳云鹏', '王佳怡', '潘斌龙', '余皑磊', '郭京飞', '欧豪', '魏翔', '张弛', '黄炎', '许静雅', '蒋鹏宇', '林博洋', '飞凡', '任思诺', '陈永胜', '张壹男']","['剧情', '喜剧', '悬疑', '古装']",['中国大陆'],"['汉语普通话', '中国手语']",159
7,复仇者联盟4：终局之战,2019-04-24,425013,48.958096,23,8.5,1043782,"['安东尼·罗素', '乔·罗素']","['小罗伯特·唐尼', '克里斯·埃文斯', '马克·鲁弗洛', '克里斯·海姆斯沃斯', '乔什·布洛林', '保罗·路德', '凯伦·吉兰', '杰瑞米·雷纳', '斯嘉丽·约翰逊', '唐·钱德尔', '布丽·拉尔森', '布莱德利·库珀', '泰莎·汤普森', '汤姆·赫兰德', '伊丽莎白·奥尔森', '本尼迪克特·康伯巴奇', '蒂尔达·斯文顿', '格温妮斯·帕特洛', '蕾妮·罗素', '约翰·斯拉特里', '查德维克·博斯曼', '安东尼·麦凯', '塞巴斯蒂安·斯坦', '克里斯·帕拉特', '汤姆·希德勒斯顿', '佐伊·索尔达娜', '丹娜·奎里拉', '本尼迪克特·黄', '庞·克莱门捷夫', '戴夫·巴蒂斯塔', '利蒂希娅·赖特', '伊万杰琳·莉莉', '乔恩·费儒', '海莉·阿特维尔', '娜塔莉·波特曼', '玛丽莎·托梅', '塔伊加·维迪提', '安吉拉·贝塞特', '迈克尔·道格拉斯', '米歇尔·菲佛', '威廉·赫特', '寇碧·史莫德斯', '肖恩·古恩', '温斯顿·杜克', '琳达·卡德里尼', '马克斯米利亚诺·赫尔南德斯', '弗兰克·格里罗', '真田广之', '汤姆-沃恩-劳勒', '詹姆斯·达西', '雅各布·巴特朗', '范·迪塞尔', '罗伯特·雷德福', '塞缪尔·杰克逊', '伊薇特·尼科尔·布朗', '卡梅伦·布鲁姆布罗', '蒂莫西·卡尔', '凯瑞·康顿', '迈克尔·A·库克', '凯莉·库恩', '艾玛·福尔曼', '雷纳·加拉赫', '丹妮拉·加斯基', '郑肯', '小弗洛伊德·安东尼·约翰', '斯坦·李', '罗斯·马昆德', '布伦特·麦吉', '迈克尔·皮耶里诺·米勒', '卡兰·马尔韦', '泰瑞·诺塔里', '吉米·雷·皮肯斯', '迈克尔·詹姆斯·肖', '泰·辛普金斯', '格雷格·蒂芬']","['剧情', '动作', '科幻', '奇幻', '冒险']",['美国'],"['英语', '日语', '科萨语']",181
8,长津湖之水门桥,2022-02-01,406733,49.28735,19,7.2,340845,['徐克'],"['吴京', '易烊千玺', '朱亚文', '李晨', '韩东君', '张涵予', '耿乐', '杜淳', '段奕宏', '胡军', '王丽坤', '杨一威', '李卓扬', '何跃飞', '唐志强', '刘治威', '庄小龙', '辛玉波', '张跃', '许明虎', '王宁', '王振威', '陈泽轩', '李小锋', '詹姆斯·菲尔伯德', '约翰·克鲁兹']","['剧情', '历史', '战争']","['中国大陆', '中国香港']",['汉语普通话'],149
9,流浪地球2,2023-01-22,385774,51.142727,27,8.2,997318,['郭帆'],"['吴京', '刘德华', '李雪健', '沙溢', '宁理', '王智', '朱颜曼滋', '安地', '王若熹 ', '佟丽娅', '伟大力', '张衣', '天使', '克拉拉', '叶展飞', '倪腾', '胡先煦', '霍青', '刘寅', '国义骞', '吴恩璇', '王红卫', '孔大山', '徐建', '刘佳沄', '丁燕来', '郜昂', '严华', '李仁', '洪真', '王磊', '王一通', '杨洪涛', '赵叶索', '李路琦', '黄纪渊', '郑楚一', '吴静一', '付嘉灏', '瓦伦廷·沃罗布耶夫', '李一冉', '周强', '朱超艺', '何金和龙', '何金和金', '张涛', '向进', '李沛东 ']","['科幻', '冒险', '灾难']",['中国大陆'],"['汉语普通话', '俄语', '英语', '印地语', '法语']",173
10,红海行动,2018-02-16,365228,39.275932,32,8.2,1010647,['林超贤'],"['张译', '黄景瑜', '海清', '杜江', '蒋璐霞', '尹昉', '王强', '郭家豪', '王雨甜', '麦亨利', '张涵予', '王彦霖']","['动作', '战争']","['中国大陆', '中国香港']","['汉语普通话', '阿拉伯语', '英语', '索马里语', '粤语']",138
11,唐人街探案2,2018-02-16,339777,38.757156,38,6.6,883864,['陈思诚'],"['王宝强', '刘昊然', '肖央', '刘承羽', '尚语贤', '王迅', '妻夫木聪', '迈克尔·皮特', '白灵', '元华', '曾江', '王成思', '杨金赐', '范湉湉', '佟丽娅', '陈思诚']","['喜剧', '动作', '悬疑']",['中国大陆'],"['汉语普通话', '英语', '日语', '粤语']",121
12,美人鱼,2016-02-08,339120,36.668804,43,6.7,796147,['周星驰'],"['邓超', '罗志祥', '张雨绮', '林允', '徐克', '吴亦凡', '李尚正', '卢正雨', '白客', '孔连顺', '田启文', '文章', '杨能', '张美娥', '李叶青', '林子聪', '赵志凌', '郑冀峰', '钱国伟', '范淑珍', '艾文·科蒂克', '松冈李那', '徐轸轸', '夏尉喻', '皮埃尔·布迪厄', '孙嘉灵', '许雅婷', '赵靖伊', '付骏福', '虞嘉娜', '宁小花', '易志乐', '孙乐天']","['喜剧', '爱情', '奇幻']","['中国大陆', '中国香港']","['汉语普通话', '英语', '日语']",93
13,我和我的祖国,2019-09-30,317003,38.10905,35,7.6,989329,"['陈凯歌', '张一白', '管虎', '薛晓路', '徐峥', '宁浩', '文牧野']","['黄渤', '张译', '韩昊霖', '杜江', '葛优', '刘昊然', '宋佳', '王千源', '任素汐', '吴京', '朱一龙', '王东', '陈飞宇', '佟丽娅', '欧豪', '张嘉益', '惠英红', '龚蓓苾', '田壮壮', '韩东君', '辛柏青', '周冬雨', '任达华', '江珊', '王砚辉', '耿乐', '姜武', '梁静', '佟大为', '魏晨', '胡军', '王天辰', '彭昱畅', '罗海琼', '郭丞', '周依然', '樊雨洁', '刘涛', '马伊琍', '张建亚', '徐峥', '王洛勇', '高亚麟', '王道铁', '程禹森', '马书良', '景海鹏', '陈冬', '雷佳音', '张子枫', '陶虹', '郭京飞', '袁文康', '贾晨飞', '邵汶', '张芝华', '段博文', '郎平']",['剧情'],['中国大陆'],['汉语普通话'],155
14,八佰,2020-08-21,311076,38.33658,20,7.5,797706,['管虎'],"['王千源', '张译', '姜武', '黄志忠', '张俊一', '欧豪', '杜淳', '魏晨', '张宥浩', '唐艺昕', '李九霄', '李晨', '梁静', '侯勇', '辛柏青', '俞灏明', '刘晓庆', '姚晨', '郑恺', '余皑磊', '黄晓明', '徐嘉雯', '张承', '马精武', '胡晓光', '陆思宇', '白恩', '曹璐', '刘云龙', '杨嘉华', '中泉英雄', '高爽', '郑伟', '高冬平', '黄米依', '曹卫宇', '宋洋', '徐乐同', '徐幸']","['剧情', '历史', '战争']",['中国大陆'],"['汉语普通话', '日语', '英语']",147
15,独行月球,2022-07-29,310301,41.60609,12,6.6,646784,['张吃鱼'],"['沈腾', '马丽', '常远', '李诚儒', '黄才伦', '李嘉琦', '郝瀚', '黄子韬', '王成思', '高海宝', '杨铮', '史彭元', '张熙然', '黄品沅', '杨皓宇', '徐志胜', '杜晓宇', '李海银', '陶亮', '王赞', '李唯贺', '陈昊明', '孟芷旭', '赵一霖']","['喜剧', '科幻']",['中国大陆'],"['汉语普通话', '英语']",122
16,我不是药神,2018-07-05,310002,34.81434,26,9.0,2042172,['文牧野'],"['徐峥', '王传君', '周一围', '谭卓', '章宇', '杨新鸣', '王佳佳', '王砚辉', '贾晨飞', '龚蓓苾', '宁浩', '李乃文', '岳小军', '苇青', '富冠铭', '巴拉特·巴蒂', '喜利图', '张海艳', '朱耕佑']","['剧情', '喜剧']",['中国大陆'],"['汉语普通话', '英语', '上海话', '印地语']",117
17,中国机长,2019-09-30,291317,37.429123,25,6.6,721296,['刘伟强'],"['张涵予', '欧豪', '杜江', '袁泉', '张天爱', '李沁', '雅玫', '杨祺如', '高戈', '黄志忠', '朱亚文', '李现', '焦俊艳', '吴樾', '阚清子', '李岷城', '冯文娟', '陈数', '杨颖', '余皑磊', '关晓彤', '小爱', '伊拉尔·帕萨', '亚历克斯·皮希汀', '赵亮', '周波']","['剧情', '传记', '灾难']",['中国大陆'],"['汉语普通话', '藏语', '英语', '四川话']",111
18,我和我的家乡,2020-10-01,282985,38.755554,19,7.0,637384,"['宁浩', '徐峥', '陈思诚', '闫非', '彭大魔', '邓超', '俞白眉']","['葛优', '黄渤', '范伟', '邓超', '沈腾', '张占义', '王宝强', '徐峥', '闫妮', '马丽', '刘敏涛', '刘昊然', '卢靖姗', '王子文', '魏翔', '章宇', '王砚辉', '张译', '王源', '张一鸣', '杨新鸣', '王迅', '于和伟', '苗阜', '李嘉琦', '张子贤', '董子健', '陶虹', '吴京', '韩彦博', '吕行', '佟丽娅', '李晨', '孙俪', '赵铁人', '郝云', '彭昱畅', '杨紫', '岳云鹏', '赵海燕', '岳小军', '王俊凯', '贾玲', '潘斌龙', '高睿菲儿', '陈数', '代乐乐', '黄才伦', '雷佳音', '梁超', '孙贵权', '韩昊霖', '岳红', '陶亮', '李易峰', '许猛', '郭帆', '卫莱', '栗坤', '薇娅', '李佳琦', '白泽泽', '惠王军']","['剧情', '喜剧']",['中国大陆'],['汉语普通话'],153
19,速度与激情8,2017-04-14,267093,36.648827,30,7.1,331316,['F·加里·格雷'],"['范·迪塞尔', '杰森·斯坦森', '道恩·强森', '米歇尔·罗德里格兹', '泰瑞斯·吉布森', '卢达·克里斯', '查理兹·塞隆', '库尔特·拉塞尔', '娜塔莉·伊曼纽尔', '卢克·伊万斯', '埃尔莎·帕塔奇', '克里斯托弗·海维尤', '斯科特·伊斯特伍德', '帕特里克·圣埃斯普利特', '卢克·霍克斯', '奥莱克·克鲁帕', '加里·维克斯', '马修·康威尔', '特戈·卡尔德隆', '唐·奥马尔', '塞莱斯汀·考尼尔', '布莱恩·鲍曼', '马科·查卡', 'David Dman Escobar']","['动作', '犯罪']","['中国大陆', '美国', '日本']","['英语', '俄语', '西班牙语']",136
20,这个杀手不太冷静,2022-02-01,262796,48.192722,14,6.2,511692,['邢文雄'],"['马丽', '魏翔', '陈明昊', '周大勇', '黄才伦', '艾伦', '高海宝', '韩笑', '孙贵权', '许猛', '全容杓', '卜俊男', '张志忠', '张建新', '马驰', '陶亮', '詹卢卡·佐帕']",['喜剧'],['中国大陆'],['汉语普通话'],109
21,西虹市首富,2018-07-27,254766,35.06266,28,6.6,992710,"['闫非', '彭大魔']","['沈腾', '宋芸桦', '张一鸣', '张晨光', '常远', '魏翔', '赵自强', '九孔', '李立群', '王成思', '徐冬冬', '艾伦', '杨皓宇', '黄才伦', '王力宏', '包贝尔', '郎咸平', '张绍刚', '杨文哲', '陶亮', '王赞', '黄杨', '刘鉴', '杨沅翰', '林炳宝', '骆佳', '陈昊明', '臧一人']",['喜剧'],['中国大陆'],['汉语普通话'],118
22,捉妖记,2015-07-16,243623,37.16107,41,6.7,521618,['许诚毅'],"['白百何', '井柏然', '姜武', '金燕玲', '钟汉良', '曾志伟', '吴君如', '汤唯', '姚晨', '闫妮', '保剑锋', '王栎鑫', '郭晓东', '李菁菁', '田雨橙', '张悦轩']","['喜剧', '奇幻', '古装']","['中国大陆', '中国香港']",['汉语普通话'],118
23,速度与激情7,2015-04-12,242313,38.856926,42,8.4,464240,['温子仁'],"['范·迪塞尔', '保罗·沃克', '杰森·斯坦森', '米歇尔·罗德里格兹', '乔丹娜·布鲁斯特', '泰瑞斯·吉布森', '卢达·克里斯', '道恩·强森', '卢卡斯·布莱克', '库尔特·拉塞尔', '娜塔莉·伊曼纽尔', '埃尔莎·帕塔奇', '盖尔·加朵', '约翰·布罗特顿', '卢克·伊万斯', '托尼·贾', '杰曼·翰苏', '诺尔·古格雷米', '阿里·法扎勒', '姜成镐', '龙达·鲁西', '伊吉·阿德利亚', '乔恩·李·布罗迪']","['动作', '犯罪']","['美国', '中国大陆', '日本']",['英语'],137
24,复仇者联盟3：无限战争,2018-05-11,239051,38.24297,19,8.1,761841,"['安东尼·罗素', '乔·罗素']","['小罗伯特·唐尼', '克里斯·海姆斯沃斯', '克里斯·埃文斯', '马克·鲁弗洛', '乔什·布洛林', '佐伊·索尔达娜', '本尼迪克特·康伯巴奇', '克里斯·帕拉特', '汤姆·赫兰德', '伊丽莎白·奥尔森', '保罗·贝坦尼', '斯嘉丽·约翰逊', '查德维克·博斯曼', '塞巴斯蒂安·斯坦', '唐·钱德尔', '汤姆·希德勒斯顿', '安东尼·麦凯', '本尼迪克特·黄', '戴夫·巴蒂斯塔', '布莱德利·库珀', '范·迪塞尔', '凯伦·吉兰', '利蒂希娅·赖特', '庞·克莱门捷夫', '凯莉·库恩', '汤姆-沃恩-劳勒', '海登·瓦尔希', '迈克尔·詹姆斯·肖', '泰瑞·诺塔里', '本尼西奥·德尔·托罗', '彼特·丁拉基', '罗斯·马昆德', '丹娜·奎里拉', '温斯顿·杜克', '弗洛伦丝·卡松巴', '塞缪尔·杰克逊', '雅各布·巴特朗', '斯坦·李']","['动作', '科幻', '奇幻', '冒险']",['美国'],['英语'],149
25,捉妖记2,2018-02-16,223723,38.314194,44,4.9,352510,['许诚毅'],"['梁朝伟', '白百何', '井柏然', '李宇春', '杨祐宁', '大鹏', '吴君如', '曾志伟', '黄磊', '柳岩', '吴莫愁', '伍嘉成', '赵磊', '谷嘉诚', '彭楚粤', '陈泽希', '郭子凡', '肖战', '焉栩嘉', '夏之光', '姜超', '娄艺潇', '张俪']","['喜剧', '动作', '奇幻', '古装']","['中国大陆', '中国香港']",['汉语普通话'],110
26,羞羞的铁拳,2017-09-30,221365,33.400208,25,6.8,696016,"['宋阳', '张吃鱼']","['艾伦', '马丽', '沈腾', '田雨', '宋阳', '薛皓文', '常远', '黄才伦', '王智']","['喜剧', '奇幻']",['中国大陆'],['汉语普通话'],100
27,疯狂的外星人,2019-02-05,221321,42.006607,30,6.4,675147,['宁浩'],"['黄渤', '沈腾', '汤姆·派福瑞', '马修·莫里森', '徐峥', '于和伟', '雷佳音', '刘桦', '邓飞', '蔡明凯', '王戈', '凯特·纳尔逊', '王砚伟', '呲路']","['喜剧', '科幻']",['中国大陆'],"['汉语普通话', '英语']",116
28,海王,2018-12-07,201307,36.35835,18,7.6,857538,['温子仁'],"['杰森·莫玛', '安柏·赫德', '威廉·达福', '帕特里克·威尔森', '妮可·基德曼', '杜夫·龙格尔', '叶海亚·阿卜杜勒-迈丁', '特穆拉·莫里森', '林路迪', '迈克尔·比奇', '兰道尔·朴', '格拉汉姆·麦克泰维什', '雷·沃纳尔', '泰努伊·柯克伍德', '塔穆尔·柯克伍德', '丹泽尔·夸克', '卡恩·古尔杜尔', '奥蒂斯·丹吉', '克考亚·克库毛诺', '朱莉·安德鲁斯', '约翰·瑞斯-戴维斯', '杰曼·翰苏', '索菲亚·福雷斯特', '娜塔莉·萨福兰', '杰克·安德鲁', '汉克·阿莫斯', '帕特里克·考克斯', '罗伯特·朗斯特里特', '德维卡·帕利赫', '梅布尔·塔莫内', '文森特·B·拉戈斯', '加布里埃拉·佩特科娃', '爱丽丝·兰斯伯里', '帕特里克·艾奇逊', '约翰·盖蒂尔', '塔丽亚·杰德·霍尔特', '罗斯·克纳汉', '布拉登·刘易斯', '萨尔瓦多·梅伦达', '山姆·莫纳汉', '温妮·穆赞贝', '凯·潘塔诺', '安娜·帕奇', '乔恩·奎斯蒂德', '迪伦·斯图默', '米奇·武尔夫']","['动作', '奇幻', '冒险']","['美国', '澳大利亚']","['英语', '毛利语', '意大利语', '俄语']",143
29,变形金刚4：绝迹重生,2014-06-27,197652,41.633636,50,6.7,321239,['迈克尔·贝'],"['马克·沃尔伯格', '斯坦利·图齐', '凯尔希·格兰莫', '妮可拉·佩尔茨', '杰克·莱诺', '提图斯·维里沃', '索菲娅·迈尔斯', '李冰冰', 'T·J·米勒', '彼特·库伦', '约翰·迪·马吉欧', '罗伯特·福克沃斯', '约翰·古德曼', '马克·瑞安', '渡边谦', '弗兰克·维尔克', '雷诺·维尔森', '阿比盖尔·克莱恩', '托马斯·列农', '韩庚', '巫刚', '吕良伟', '王敏德', '纪培慧', '邹市明']","['动作', '科幻']","['美国', '中国大陆', '中国香港']",['英语'],166
30,前任3：再见前任,2017-12-29,194190,35.06071,29,5.6,383513,['田羽生'],"['韩庚', '郑恺', '于文文', '曾梦雪', '罗米']","['喜剧', '爱情']",['中国大陆'],['汉语普通话'],120
31,毒液：致命守护者,2018-11-09,187065,35.510277,17,7.2,810348,['鲁本·弗雷斯彻'],"['汤姆·哈迪', '米歇尔·威廉姆斯', '里兹·阿迈德', '斯科特·黑兹', '瑞德·斯科特', '珍妮·斯蕾特', '梅洛拉·沃尔特斯', '伍迪·哈里森', '佩吉·陆', '马尔科姆·C·默里', '索佩·阿卢科', '韦恩·佩雷', '米歇尔·李', '库尔特·岳', '克里斯·奥哈拉', '埃米里奥·瑞弗拉', '阿里亚当娜·约瑟夫', '袁之正', '朴云龙', '麦克·勃兰特', '尼克·图恩', '山姆麦地那', '迪塞尔·马德金斯', '简·麦克尼尔', '维克托·麦凯', '马丁·巴特斯·布拉德福德', '布兰顿·莫拉莱斯', '马修·康威尔', '斯坦·李', '韦德·威廉姆斯', '约瑟夫·阿梅', '威廉·W·巴伯', '玛塞拉·布拉吉奥', '卡特·伯奇', '克里斯蒂安·康佛瑞', '詹姆斯·富尔特斯', '丹妮拉·加斯基', '约翰·盖蒂尔', '艾米丽塔·T·冈萨雷斯', '杰克·汉森', '安东尼·B·哈里斯', '卡茜·亨德利', '罗恩·彼得·琼斯', '霍梅洛·洛佩兹', '万恩·姆约维奇']","['动作', '科幻', '惊悚']","['美国', '中国大陆']","['英语', '汉语普通话']",112
32,功夫瑜伽,2017-01-28,174868,38.17402,33,5.0,182349,['唐季礼'],"['成龙', '李治廷', '张艺兴', '索努·苏德', '母其弥雅', '迪莎·帕塔尼', '艾米拉·达斯特', '尚语贤', '姜雯', '张国立']","['喜剧', '动作', '冒险']","['中国大陆', '印度']","['汉语普通话', '英语', '印地语', '阿拉伯语']",108
33,飞驰人生,2019-02-05,172824,41.692364,25,6.9,882600,['韩寒'],"['沈腾', '黄景瑜', '尹正', '张本煜', '尹昉', '田雨', '魏翔', '赵文瑄', '腾格尔', '易小星', '李庆誉', '高华阳', '刘帅良', '李玲玉', '何穗', '潘晓婷', '田原', '李春嫒', '冯绍峰']",['喜剧'],['中国大陆'],"['汉语普通话', '英语']",98
34,阿凡达,2010-01-04,171538,45.51871,22,7.9,467646,['詹姆斯·卡梅隆'],"['萨姆·沃辛顿', '佐伊·索尔达娜', '西格妮·韦弗', '史蒂芬·朗', '米歇尔·罗德里格兹', '吉奥瓦尼·瑞比西', '乔·大卫·摩尔 ', '希·庞德', '韦斯·斯塔迪', '拉兹·阿隆索', '迪利普·劳', '马特·杰拉德', '肖恩·安东尼·莫兰', '杰森·怀特', '斯科特·劳伦斯', '凯利·基尔戈', '詹姆斯·皮特', '肖恩·帕特里克·墨菲', '彼得·狄龙', '凯文·多曼', '凯尔森·亨德森', '大卫·范·霍恩', '雅克布·托毛里', 'Julene Renee', '卢克·霍克', '伍迪·舒尔茨', '彼得·门萨', '伊拉姆·崔', '黛布拉·威尔逊', 'Chris Mala', '马修张伯伦', '詹姆斯·盖林', '拉斯科·阿特金斯', 'Jørn Benzon', '罗文·贝特杰曼', 'Robert Catto', '罗德尼·库克', 'Nicole Dionne', 'Anthony Ingruber', '蒂姆·卡诺', '卡米尔·基南', '迪恩·诺斯利', 'Emma Law']","['动作', '科幻', '冒险']",['美国'],"['英语', '西班牙语']",162
35,人生大事,2022-06-24,171249,40.257015,10,7.3,516332,['刘江江'],"['朱一龙', '杨恩又', '王戈', '刘陆', '罗京民', '吴倩', '郑卫莉', '陈创', '李春嫒', '钟宇升', '刘亚津', '小爱', '韩延']","['剧情', '家庭']","['中国大陆', '中国香港']","['武汉话', '四川话', '汉语普通话']",112
