,电影名,上映日期,票房(万元),平均票价,场均人数,豆瓣评分,豆瓣评论数,导演,演员,类型,地区,语言,时长
251,左耳,2015-04-24,48442,33.99673,25,5.7,263458,['苏有朋'],"['陈都灵', '欧豪', '杨洋', '马思纯', '段博文', '胡夏', '关晓彤', '包文婧', '蒋雯丽', '成泰燊', '谢娜', '樊玲']","['剧情', '爱情']",['中国大陆'],['汉语普通话'],117
252,小时代,2013-06-27,48432,31.816536,32,4.9,415948,['郭敬明'],"['杨幂', '柯震东', '郭采洁', '郭碧婷', '谢依霖', '凤小岳', '李悦铭', '陈学冬', '姜潮', '杜天皓', '商侃', '王琳', '丁巧唯']","['剧情', '喜剧', '爱情']","['中国大陆', '中国台湾']",['汉语普通话'],116
253,王牌特工：特工学院,2015-03-27,48367,33.911823,29,8.4,651422,['马修·沃恩'],"['塔伦·埃哲顿', '科林·费尔斯', '塞缪尔·杰克逊', '迈克尔·凯恩', '马克·斯特朗', '索菲·库克森', '索菲亚·波多拉', '马克·哈米尔', '杰克·达文波特', '萨曼塔·沃马克', '汉娜·奥斯特罗姆', '约诺·戴维斯', '亚历克斯·尼科洛夫', '维利贝·托皮奇', '杰夫·贝尔', '艾德里安·奎因顿', '乔丹·朗', '西奥·巴克利姆-比格斯', '摩根·华金斯', '拉尔夫·伊内森', '爱德华·霍尔克罗夫特', '尼古拉斯·班克斯']","['喜剧', '动作', '冒险']","['英国', '美国']","['英语', '阿拉伯语', '瑞典语']",125
254,我不是潘金莲,2016-11-18,48279,35.103405,19,6.7,257323,['冯小刚'],"['范冰冰', '郭涛', '大鹏', '张嘉益', '于和伟', '张译', '李宗翰', '赵立新', '田小洁', '范伟', '高明', '刘桦', '黄建新', '李晨']","['剧情', '喜剧']",['中国大陆'],['汉语普通话'],140
255,摆渡人,2016-12-23,48256,32.916817,19,4.1,233000,['张嘉佳'],"['梁朝伟', '金城武', '陈奕迅', '杨颖', '张榕容', '杜鹃', '熊黛林', '大鹏', '马苏', '崔志佳', '贾玲', '李宇春', '鹿晗', '欧弟', '纳豆', '金士杰', '柯佳嬿', '李灿森', '喜翔', '曹可凡', '吴艺璇']","['喜剧', '爱情']","['中国大陆', '中国香港']",['汉语普通话'],128
256,哥斯拉,2014-06-13,48125,38.12168,26,6.3,287111,['亚当·温加德'],"['亚历山大·斯卡斯加德', '米莉·波比·布朗', '丽贝卡·豪尔', '凯莉·霍特尔', '布莱恩·泰里·亨利', '小栗旬', '艾莎·冈萨雷斯', '朱利安·迪尼森', '兰斯·莱迪克', '凯尔·钱德勒', '德米安·比齐尔', '哈基姆·凯-卡西姆', '钱信伊', '约翰·皮鲁切洛', '克里斯·乔克', '康兰·卡萨尔', '布拉德·麦克默里', '本杰明·里格比', '普里西拉·道伊西', '戴维·卡斯蒂洛', '吉姆·帕尔默', '柯蒂斯·布什', '皮拉·福德', '爱丽丝·兰斯伯里', '肖恩·麦克布莱德', '乔尔·皮尔斯', '乔恩·奎斯蒂德', '塔斯尼姆·罗克', '艾梅伯·瓦尔斯', '迪索·拉莫斯']","['动作', '科幻', '冒险']","['美国', '澳大利亚', '加拿大', '印度']","['英语', '美国手语']",113
257,绿皮书,2019-03-01,47872,33.197285,13,8.9,1594441,['彼得·法雷里'],"['维果·莫腾森', '马赫沙拉·阿里', '琳达·卡德里尼', '塞巴斯蒂安·马尼斯科', '迪米特·D·马里诺夫', '迈克·哈顿', 'P·J·伯恩', '乔·柯蒂斯', '玛姬·尼克松', '冯·刘易斯', '乔恩·索特兰', '唐·斯达克', '安东尼·曼加诺', '保罗·斯隆', '珍娜·劳伦索', '肯尼斯·以色列', '伊克博·塞巴', '尼克·瓦莱隆加', '大卫·安', '迈克·切罗内', '杰拉尔丁·辛格', '马丁·巴特斯·布拉德福德', '格拉伦·布莱恩特·班克斯', '汤姆·维图', '夏恩·帕特洛', '丹尼斯·W·霍尔', '吉姆·克洛克', '戴恩·罗兹', '布赖恩·斯特帕尼克', '乔恩·迈克尔·戴维斯', '布莱恩·库瑞', '托尼亚·马尔多纳多']","['剧情', '喜剧', '音乐', '传记']","['美国', '中国大陆']","['英语', '意大利语', '俄语', '德语']",130
258,星球大战外传：侠盗一号,2017-01-06,47719,36.65965,13,7.3,174539,['加里斯·爱德华斯'],"['菲丽希缇·琼斯', '迭戈·卢纳', '甄子丹', '本·门德尔森', '麦斯·米科尔森', '艾伦·图代克', '福里斯特·惠特克', '姜文', '里兹·阿迈德', '乔纳森·阿里斯', '尤妮斯·奥卢米德', '克莱尔·陈', '吉米·斯密茨', '沃维克·戴维斯', '马克·普雷斯顿', '吉娜薇·欧瑞丽', '詹姆斯·厄尔·琼斯']","['动作', '科幻', '冒险']",['美国'],['英语'],134
259,王牌特工2：黄金圈,2017-10-20,47428,35.414913,14,6.8,335055,['马修·沃恩'],"['塔伦·埃哲顿', '科林·费尔斯', '马克·斯特朗', '朱丽安·摩尔', '埃尔顿·约翰', '爱德华·霍尔克罗夫特', '哈莉·贝瑞', '佩德罗·帕斯卡', '查宁·塔图姆', '杰夫·布里吉斯', '迈克尔·刚本', '索菲·库克森', '汉娜·奥斯特罗姆', '比约恩·格拉纳特', '莱娜·恩卓', '波比·迪瓦伊', '汤姆·本尼迪克·奈特', '托马斯·图尔格斯', '基思·艾伦', '艾米丽·沃森', '布鲁斯·格林伍德', '戈登·亚历山大', '马丁·福特', '明格斯·约翰斯顿']","['喜剧', '动作', '冒险']","['英国', '美国']","['英语', '意大利语', '瑞典语']",141
260,非诚勿扰2,2010-12-22,47159,38.6498,44,6.6,320448,['冯小刚'],"['葛优', '舒淇', '孙红雷', '姚晨', '安以轩', '邵兵', '廖凡', '邬逸聪', '关晓彤', '窦文涛', '赵宝刚', '乐嘉', '张馨予', '王希维', '李晨']","['喜剧', '爱情']",['中国大陆'],['汉语普通话'],122
261,白蛇：缘起,2019-01-11,46862,33.784885,10,7.8,736143,"['黄家康', '赵霁']","['张喆', '杨天翔', '唐小喜', '刘薇', '张遥函', '郑小璞', '张博恒', '张赫', '马程', '程寅', '陈霖生', '惠龙', '林强', '章斌']","['爱情', '动画', '奇幻']","['中国大陆', '美国']",['汉语普通话'],99
262,加勒比海盗4：惊涛怪浪,2011-05-20,46425,38.33827,45,7.8,358544,['罗伯·马歇尔'],"['约翰尼·德普', '佩内洛普·克鲁兹', '杰弗里·拉什', '伊恩·麦柯肖恩', '凯文·麦克纳利', '山姆·克拉弗林', '阿斯特丽德·伯格斯-弗瑞斯贝', '斯蒂芬·格拉汉姆', '凯斯·理查德兹', '理查德·格雷弗斯', '格雷格·埃利斯', '达米恩·奥哈尔', '奥斯卡·贾恩那达', '安东·莱瑟', '罗杰·阿拉姆', '朱迪·丹奇', '克里斯托弗·法里班克', '保罗·巴泽利', '布隆森·韦伯', '理查德·汤姆森', '松崎悠希', '罗比·凯', '斯蒂夫·艾弗茨', '伊恩·默瑟', '道比·欧帕瑞', '嘉玛·沃德', '塞巴斯蒂安·阿梅斯托', '胡安·卡洛斯·凡希多', '杰拉德·摩纳科', '卢克·罗伯茨', '丹尼尔·英格斯', '艾米莉亚·琼斯', '帕特里克·肯尼迪', 'Jody Halse', '克利福德·罗斯', 'Sanya Hughes', '达芙妮', '安托瓦内特·尼普莱拉', '德里克·梅耶斯', '金塔雷·贝尼奥拉维特', '贝恩·科拉科', '埃利奥特·克罗斯利', 'Kit Farrell', '尼可拉·芬恩', '鲍比·霍兰德·汉顿', 'Harley Jay', '杰瑞米·金', '特蕾莎·马奥尼', '让·皮埃尔·普拉茨', '克里斯滕·史蒂芬森皮诺', '哈维·沃尔什']","['动作', '奇幻', '冒险']",['美国'],['英语'],136
263,霍比特人2：史矛革之战,2014-02-21,46259,40.72935,26,8.5,356624,['彼得·杰克逊'],"['伊恩·麦克莱恩', '马丁·弗瑞曼', '理查德·阿米蒂奇', '本尼迪克特·康伯巴奇', '奥兰多·布鲁姆', '伊万杰琳·莉莉', '李·佩斯', '卢克·伊万斯', '斯蒂芬·弗雷', '肯·斯托特', '詹姆斯·内斯比特', '约翰·贝尔', '马努·贝内特', '杰德·布罗菲', '亚当·布朗', '约翰·凯伦', '瑞安·盖奇', '马克·哈德洛', '彼得·汉布尔顿', '斯蒂芬·亨特', '威廉·基尔舍', '西尔维斯特·迈可伊', '格拉汉姆·麦克泰维什', '迪恩·奥戈曼', '米卡埃尔·佩斯布兰特', '艾丹·特纳']","['动作', '奇幻', '冒险']","['美国', '新西兰']",['英语'],161
264,李茂扮太子,2022-01-01,46242,39.03564,7,4.3,143075,['高可'],"['马丽', '常远', '艾伦', '魏翔', '王成思', '杜晓宇', '陈冰', '冯秦川', '李海银', '克拉拉', '刘冠麟', '宋小宝', '于洋', '张一鸣', '黄才伦', '张子栋', '谢锐韬']","['喜剧', '古装']",['中国大陆'],['汉语普通话'],100
265,缝纫机乐队,2017-09-29,45936,32.841473,16,6.6,353595,['大鹏'],"['大鹏', '乔杉', '古力娜扎', '李鸿其', '韩童生', '曲隽希', '于谦', '岳云鹏', '王劲松', '于洋', '代乐乐', '赵英俊', '马大明', '张一鸣', '衣云鹤', '曹然然', '曹桐睿', '宋小宝', '刘小光', '文松', '宋晓峰', '周冬雨', '袁姗姗', '宋茜', '林志玲', '赵露思']","['喜剧', '音乐']",['中国大陆'],['汉语普通话'],117
266,新神榜：哪吒重生,2021-02-12,45634,43.812588,14,6.8,211521,['赵霁'],"['杨天翔', '张赫', '宣晓鸣', '李诗萌', '朱可儿', '凌振赫', '刘若班', '张遥函', '张喆', '高增志', '郭浩然']","['动作', '动画', '奇幻']",['中国大陆'],['汉语普通话'],116
267,信条,2020-09-04,45623,38.887432,10,7.6,700297,['克里斯托弗·诺兰'],"['约翰·大卫·华盛顿', '罗伯特·帕丁森', '伊丽莎白·德比茨基', '肯尼思·布拉纳', '亚伦·泰勒-约翰逊', '迪宝·卡帕蒂娅', '克蕾曼丝·波西', '希米什·帕特尔', '安德鲁·霍华德', '尤里·科洛科利尼科夫', '迈克尔·凯恩', '马丁·唐文', '卡里娜·韦尔瓦', '乔纳森·坎普', '凯蒂·麦克凯布', '贝恩·科拉科', '安东尼·莫利纳利', '特伦特·布克斯顿', '英格丽·玛格斯', '瑞奇·切劳洛', '劳里·谢泼德', '马克·克雷尼克', '亚历克斯·威克索', '丹兹尔·史密斯', '马塞尔·萨巴特']","['剧情', '动作', '科幻']","['美国', '英国']","['英语', '俄语', '乌克兰语', '爱沙尼亚语', '印地语', '挪威语']",150
268,同桌的你,2014-04-25,45557,32.738598,23,6.0,262792,['郭帆'],"['周冬雨', '林更新', '隋凯', '王啸坤', '龚格尔', '李岷城', '赵思园', '曹阳', '张子枫', '李砚', '石兆琪', '杜扬', '周浩东', '姜志刚', '张小北', '孙德元', '凯伦·阿姆斯特朗', '约翰·布埃诺', '大卫·肯尼斯·沃恩', '迈克尔·J·吉拉普', '奈津子', 'Dan van wert', 'Dan kern', '赵泽文', '冯千卉', '陈一榕']","['剧情', '爱情']",['中国大陆'],"['汉语普通话', '英语']",98
269,敢死队3,2014-09-01,45273,32.364616,23,6.9,123052,['帕特里克·休斯'],"['西尔维斯特·史泰龙', '杰森·斯坦森', '梅尔·吉布森', '哈里森·福特', '韦斯利·斯奈普斯', '安东尼奥·班德拉斯', '凯尔希·格兰莫', '杜夫·龙格尔', '泰瑞·克鲁斯', '兰迪·库卓', '维克托·奥尔蒂斯', '凯南·鲁兹', '阿诺·施瓦辛格', '李连杰', '龙达·鲁西', '伊凡·科斯塔迪诺夫']","['动作', '惊悚', '冒险']","['美国', '法国']",['英语'],126
270,晴雅集,2020-12-25,45142,37.490467,16,5.0,200771,['郭敬明'],"['赵又廷', '邓伦', '王子文', '春夏', '汪铎', '孙晨竣', '徐开骋', '欧米德', '芦展翔', '雎晓雯', '王倾', '艾米', '圣微']","['爱情', '奇幻']",['中国大陆'],['汉语普通话'],132
271,冰川时代4,2012-07-27,44741,38.10555,28,8.1,221264,"['麦克·特米尔', '史蒂夫·马蒂诺']","['阿兹·安萨里', '乔·贝哈', '克里斯托弗·坎贝尔', '阿兰·夏巴', '伊丝特尔·迪恩', '彼特·丁拉基', '奥布里·德雷克·葛莱汉姆', '杰森·弗里基奥内', '卡洛斯·沙尔丹哈', '尼克·弗罗斯特', '乔什·加德', '约翰·雷吉扎莫', '克里斯·韦奇']","['喜剧', '动画', '冒险']",['美国'],['英语'],88
272,冰川时代5：星际碰撞,2016-08-23,44659,31.57359,15,7.2,87169,"['麦克·特米尔', '加仑·T·楚']","['西蒙·佩吉', '洁茜J', '杰西·泰勒·弗格森', '克里斯·韦奇', '詹妮弗·洛佩兹', '梅丽莎·劳奇', '迈克尔·斯特拉罕', '雷·罗马诺', '约翰·雷吉扎莫', '斯蒂芬妮·比翠丝', '尼克·奥弗曼', '亚当·德维尼', '柯柯·帕尔莫', '马克思·格林菲尔德', '丹尼斯·利瑞', '卡洛斯·庞丝', '旺达·塞克丝', '尼尔·德格拉塞·泰森']","['喜剧', '动画', '冒险']",['美国'],['英语'],94
273,谍影重重5,2016-08-23,44648,33.325996,16,7.5,191598,['保罗·格林格拉斯'],"['马特·达蒙', '汤米·李·琼斯', '艾丽西亚·维坎德', '文森特·卡索', '朱丽娅·斯蒂尔斯', '里兹·阿迈德', '内芙·加切夫', '比尔·坎普', '斯科特· 谢泼德', '小田部阿基', '拉斯科·阿特金斯', '特雷弗·怀特', '奥托·艾森度', '艾米·德·毕罕']","['动作', '悬疑', '惊悚']","['美国', '中国大陆', '西班牙']","['英语', '希腊语', '德语', '日语']",123
274,灰姑娘,2015-03-13,44397,31.517685,24,7.0,222906,['肯尼思·布拉纳'],"['莉莉·詹姆斯', '理查德·麦登', '凯特·布兰切特', '海莉·阿特维尔', '海伦娜·伯翰·卡特', '荷丽黛·格兰杰', '索菲 麦希拉', '斯特兰·斯卡斯加德', '侬索·阿诺斯', '德里克·雅各比', '本·卓别林', '罗伯·布莱顿', '埃洛伊塞·韦伯', '劳里·卡尔弗特', '亚历克斯·麦奎因', '约书亚·麦圭尔', '王丽雅']","['爱情', '奇幻', '冒险']","['美国', '英国']",['英语'],106
275,反贪风暴3,2018-09-14,44300,35.903458,10,5.7,117369,['林德禄 '],"['古天乐', '张智霖', '郑嘉颖', '邓丽欣', '栢天男', '谢天华', '张继聪', '夏嫣', '蔡瀚亿', '廖启智', '谭耀文', '卢海鹏', '罗兰', '麦长青', '张松枝', '陈庭欣', '丁海峰', '冯雷', '李昕岳']","['剧情', '动作', '犯罪']",['中国香港'],"['粤语', '汉语普通话']",97
276,奔跑吧！兄弟,2015-01-30,44275,36.152008,26,3.6,60367,"['胡笳', '岑俊义']","['杨颖', '王宝强', '李晨', '陈赫', '郑恺', '王祖蓝', '谢依霖', '熊黛林', '郭京飞', '伊一', '金钟国']",['喜剧'],['中国大陆'],['汉语普通话'],88
277,星际迷航3：超越星辰,2016-09-02,44026,35.405113,14,7.5,143416,['林诣彬'],"['克里斯·派恩', '扎克瑞·昆图', '卡尔·厄本', '佐伊·索尔达娜', '西蒙·佩吉', '约翰·赵', '安东·叶利钦', '伊德里斯·艾尔巴', '索菲亚·波多拉', '乔·塔斯利姆', '莉迪亚·威尔逊', '迪普·罗伊', '梅丽莎·罗斯伯格', '安尼塔·布朗', '道格·郑', '丹尼·朴迪', '金·柯尔德', '弗雷泽·艾奇逊', '马修·麦考尔', '艾米·阿内克', '索瑞·安达斯鲁', '格雷戈·格伦伯格', '詹妮弗·千', '加洛德·约瑟夫', '杰瑞米·雷蒙德', '亚当·迪马克', 'Douglas Chapman', '丹·佩恩', '谢伊·惠格姆', '克里斯蒂安·斯隆', '普里亚·拉贾拉特南', '塔兰·凯勒姆', 'Alex Rose', '阿什丽·艾德纳', '杰夫·贝佐斯', '艾丽嘉·奥特雷恩', '埃里克·班内德', '娜塔莉·穆恩', 'Arlene Santana', '尼克·萨特里亚诺', 'Bryce Soderburg']","['动作', '科幻', '冒险']",['美国'],['英语'],122
278,峰爆,2021-09-17,43819,37.91477,8,6.3,152230,['李骏'],"['朱一龙', '黄志忠', '陈数', '焦俊艳', '成泰燊', '王戈', '卢思宇', '洪剑涛', '周晓鸥', '斌子', '孙一理', '黄超', '闫鹏', '张国立', '张译', '白客', '乔欣', '李光洁', '乔振宇', '章申', '于莎莎', '陶虹']","['剧情', '动作', '灾难']",['中国大陆'],['汉语普通话'],114
279,地心引力,2013-11-19,43549,41.292526,23,7.9,428978,['阿方索·卡隆'],"['桑德拉·布洛克', '乔治·克鲁尼', '艾德·哈里斯', '奥托·伊格内修森', '法尔杜特·夏尔马', '艾米·沃伦', '巴舍尔·萨维奇']","['科幻', '惊悚', '灾难']","['英国', '美国', '墨西哥']","['英语', '格陵兰语']",91
280,小黄人大眼萌,2015-09-13,43512,34.031704,20,7.1,135688,"['凯尔·巴尔达', '布拉德·埃布尔森', '乔纳森·德尔瓦尔']","['史蒂夫·卡瑞尔', '皮埃尔·柯芬', '艾伦·阿金', '塔拉吉·P·汉森', '杨紫琼', '朱莉·安德鲁斯', '拉塞尔·布兰德', '尚格·云顿', '杜夫·龙格尔', '丹尼·特雷霍', '露西·劳莱丝', '欧阳万成', '凯文·迈克尔·理查德森', '约翰·迪·马吉欧', '罗伯特·菲茨杰拉德·迪格斯', '迈克尔·贝亚蒂', '威尔·阿奈特', '史蒂夫·库根', '克莱特·惠特克', '雷蒙德·S·佩尔西', '凯尔·巴尔达', '鲍伯·伯根', '比务·比林格斯勒拉', '大卫·陈', '梅里·康德伦', '安东尼奥·劳尔·科尔波', '黛比·德里贝里', '斯嘉丽·艾斯特维兹', '杰克·格林', '雷蒙·汉密尔顿', '亚伦·亨德利', '山姆·拉瓦尼诺', '达恩·刘易斯', '阿玛丽·麦考伊', '内芙·沙雷尔', '詹姆士·谢', '明迪·斯特林', '弗雷德·塔特西奥', '雷吉纳·托芬', '黛布拉·威尔逊', '托尼·安塞尔莫']","['喜剧', '科幻', '动画', '犯罪', '冒险']",['美国'],"['英语', '越南语']",87
281,全球风暴,2017-10-27,43403,34.574223,13,5.9,99534,['迪安·德夫林'],"['杰拉德·巴特勒', '吉姆·斯特吉斯', '艾比·考尼什', '亚历山德拉·玛丽亚·拉娜', '吴彦祖', '欧赫尼奥·德尔维斯', '阿马尔·维克德', '阿德普波·奥杜耶', '安迪·加西亚', '艾德·哈里斯', '罗伯特·席安', '理查德·希夫', '梅尔·温宁汉姆', '莎姬·贝兹', '特丽莎·贝特曼']","['动作', '科幻', '灾难']",['美国'],"['英语', '粤语', '俄语', '印地语', '西班牙语']",109
282,古董局中局,2021-12-03,42995,38.091557,6,5.9,207429,['郭子健'],"['雷佳音', '李现', '辛芷蕾', '葛优', '郭涛', '咏梅', '王庆祥', '赵燕国彰', '杨新鸣', '阿如那', '纪焕博', '秦焰', '佐藤丽', '松峰莉璃']","['剧情', '悬疑', '冒险']","['中国大陆', '中国香港']","['汉语普通话', '粤语']",123
283,蜘蛛侠：平行宇宙,2018-12-21,42753,35.8091,13,8.6,593318,"['鲍勃·佩尔西凯蒂', '彼得·拉姆齐', '罗德尼·罗斯曼']","['沙梅克·摩尔', '杰克·约翰逊', '海莉·斯坦菲尔德', '马赫沙拉·阿里', '布莱恩·泰里·亨利', '莉莉·汤姆林', '劳伦·维勒斯', '佐伊·克罗维兹', '约翰·木兰尼', '贵美子·格伦', '尼古拉斯·凯奇', '凯瑟琳·哈恩', '列维·施瑞博尔', '克里斯·派恩', '娜塔丽·莫瑞丝', '奥斯卡·伊萨克', '格里塔·李', '斯坦·李', '乔玛·塔科内', '华金·科西奥', '蕾克·贝尔', '梅勒妮·海恩斯', '尼克·杰恩', '穆尼卜·拉赫曼', '卡洛斯·萨拉戈萨', '黛西·罗斯·布莱内斯', '里夫·霍顿', '哈里森·奈特', '莱克斯·朗', '凯特琳·麦肯纳-威尔金森', '斯科特·门维尔', '克里斯托弗·米勒', '德维卡·帕利赫', '柯特妮·佩尔顿', '克里斯蒂·法瑞斯', '杰奎琳·皮诺尔', '贾斯汀·沉卡罗', '梅利莎·斯特姆']","['动作', '科幻', '动画', '冒险']",['美国'],"['英语', '西班牙语']",116
284,血战钢锯岭,2016-12-08,42582,29.745615,19,8.7,764968,['梅尔·吉布森'],"['安德鲁·加菲尔德', '萨姆·沃辛顿', '文斯·沃恩', '雨果·维文', '卢克·布雷西', '泰莉莎·帕尔墨', '瑞切尔·格里菲斯', '内森奈尔·布佐里克', '理查德·劳斯伯格', '马特·纳夫莱', '费拉斯·迪拉尼', '瑞安·柯尔', '卢克·佩格勒']","['剧情', '传记', '历史', '战争']","['澳大利亚', '美国']","['英语', '日语']",139
285,最好的我们,2019-06-06,41755,32.306812,10,5.1,113633,['章笛沙'],"['陈飞宇', '何蓝逗', '惠英红', '陶慧敏', '汪苏泷', '董力', '蒋紫嫣', '周楚濋', '方文强', '王初伊', '高文峰', '陈帅', '秦昊', '张小厚']","['剧情', '爱情']",['中国大陆'],['汉语普通话'],110
286,007：无暇赴死,2021-10-29,41454,40.356693,7,6.6,279394,['凯瑞·福永'],"['丹尼尔·克雷格', '拉米·马雷克', '蕾雅·赛杜', '安娜·德·阿玛斯', '拉什纳·林奇', '拉尔夫·费因斯', '本·卫肖', '丽莎-朵拉·桑尼', '娜奥米·哈里斯', '罗里·金尼尔', '杰弗里·怀特', '比利·马格努森', '克里斯托弗·瓦尔兹', '大卫·丹席克', '达利·本萨拉赫', '休·丹尼斯', '普莉安卡·伯福德', '皮奥·阿马托', '贾文・普林斯', '艾米·摩根', '洛德斯·法比尔斯', '菲利普·菲尔玛', 'Raymond Waring', '可可·萨姆纳', '戈登·亚历山大', '戴维·奥拉瓦莱·阿印德', '安德鲁·G·奥格尔比', '吉安尼·卡尔切蒂', '通恰伊·古奈什', '泰·赫尔利', '拉普洛斯·卡伦福佐斯', '马里安·洛伦西克']","['动作', '惊悚', '冒险']","['英国', '美国']","['英语', '法语', '意大利语', '俄语', '西班牙语']",163
287,速度与激情6,2013-07-26,41373,33.276382,33,7.9,260877,['林诣彬'],"['范·迪塞尔', '保罗·沃克', '道恩·强森', '乔丹娜·布鲁斯特', '米歇尔·罗德里格兹', '泰瑞斯·吉布森', '姜成镐', '盖尔·加朵', '卢达·克里斯', '卢克·伊万斯', '埃尔莎·帕塔奇', '吉娜·卡拉诺', '克拉拉·佩吉特', '金·柯尔德', '乔·塔斯利姆']","['动作', '犯罪']",['美国'],"['英语', '俄语', '西班牙语', '印度尼西亚语', '丹麦语', '粤语']",130
288,京城81号,2014-07-18,41207,35.47335,30,4.8,106812,['叶伟民'],"['吴镇宇', '林心如', '杨祐宁', '秦海璐', '莫小奇', '金燕玲', '袁祥仁', '夏文汐', '李菁', '李晓川', '韩志', '张煜雯']","['剧情', '悬疑', '恐怖']",['中国大陆'],['汉语普通话'],90
289,极品飞车,2014-03-14,41154,38.31815,22,7.3,91446,['斯科特·沃'],"['亚伦·保尔', '达科塔·约翰逊', '伊莫琴·普茨', '迈克尔·基顿', '多米尼克·库珀', '拉米·马雷克', '瑟·梅杰尔', '卡迪小子', '哈里森·吉尔伯特森', '尼克·齐兰德', '卡梅拉·孙巴多', '拉蒙·罗德里格兹', '史蒂文·韦格', '利比·布兰顿', '贾登·亚历山大']","['剧情', '动作', '惊悚', '犯罪']","['美国', '菲律宾', '爱尔兰', '英国']",['英语'],130
290,百团大战,2015-08-28,40972,40.827988,37,8.0,510165,['木头'],"['山新', '郝祥海', '刘明月', '曹云图', '叮当', '图特哈蒙', '杨凝', '陈思宇', '李璐', '邢凯新', '李铫', '高枫', '沈念如', '瞳音', '李兰陵', '林帽帽', '叶知秋', '张恩泽', '闫夜桥', '李轻扬', '赵小双', '艾索', '木头']","['动作', '动画', '奇幻']",['中国大陆'],['汉语普通话'],101
291,星际特工：千星之城,2017-08-25,40959,35.13011,15,6.9,181292,['吕克·贝松'],"['戴恩·德哈恩', '卡拉·迪瓦伊', '克里夫·欧文', '蕾哈娜', '伊桑·霍克', '赫比·汉考克', '吴亦凡', '萨姆·斯普卢尔 ', '阿兰·夏巴', '鲁格·豪尔', '泽维尔·吉亚诺利', '约翰·古德曼', '山姆·道格拉斯', '萨莎·露丝']","['动作', '科幻', '冒险']","['法国', '中国大陆', '比利时', '德国', '阿联酋', '美国', '加拿大', '新西兰', '新加坡', '英国', '泰国']","['英语', '法语']",137
292,X战警：黑凤凰,2019-06-06,40924,36.725716,11,5.7,236712,['西蒙·金伯格'],"['苏菲·特纳', '詹姆斯·麦卡沃伊', '迈克尔·法斯宾德', '詹妮弗·劳伦斯', '尼古拉斯·霍尔特', '泰伊·谢里丹', '亚历山德拉·希普', '埃文·彼得斯', '柯蒂·斯密特-麦菲', '杰西卡·查斯坦', '斯科特· 谢泼德', '奥托·艾森度', '布莱恩·达西·詹姆斯', '豪斯顿·塞奇', '拉马尔·约翰逊', '莎莫·芳塔娜', '汉娜·艾米莉·安德森', '乔什·麦克拉伦', 'Todd Hallowell', '凯伦·伊万尼', 'Daniel Rindress-Kay', '拉斐尔·格罗斯-哈维', '朱利安·拜利', '塞巴斯蒂安·麦克莱恩', '毛里齐奥·泰拉扎诺', '西蒙·阿兰', '克里斯·克雷蒙', '唐尼·法尔塞蒂', '布拉迪·艾伦', '安德鲁·斯特林', '科塔·埃伯哈特', '泰勒·艾略特·伯克', '弗兰克·方丹', '艾伦·沙努安', '亚历山大·贝朗格', '奥利维耶·拉玛舒', '沙维尔·索特洛']","['动作', '科幻', '冒险']","['美国', '加拿大']","['英语', '法语']",114
